epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,1476.05,0.81979,0.47832,1.01849,0.79839,0.83012,0.8874,0.61584,1.12377,0.76056,1.13654,4.13108e-05,4.13108e-05,4.13108e-05
174,1484.92,0.82054,0.48509,1.02256,0.81209,0.82269,0.88908,0.62044,1.10818,0.7585,1.13397,3.99347e-05,3.99347e-05,3.99347e-05
175,1492.92,0.82604,0.48195,1.02674,0.812,0.82055,0.88812,0.61103,1.1431,0.77426,1.14271,3.85586e-05,3.85586e-05,3.85586e-05
176,1501.65,0.82008,0.48093,1.01865,0.82215,0.82176,0.89448,0.60921,1.16123,0.76581,1.14609,3.71825e-05,3.71825e-05,3.71825e-05
177,1510.35,0.7981,0.461,1.00657,0.82945,0.81221,0.89641,0.61852,1.13062,0.75777,1.13741,3.58064e-05,3.58064e-05,3.58064e-05
178,1518.33,0.83388,0.47366,1.01614,0.82527,0.79367,0.88509,0.60625,1.14402,0.7946,1.13831,3.44303e-05,3.44303e-05,3.44303e-05
179,1526.98,0.82182,0.46528,1.01587,0.82929,0.78453,0.88134,0.61712,1.09926,0.79218,1.12956,3.30542e-05,3.30542e-05,3.30542e-05
180,1535.85,0.81889,0.4742,1.01881,0.81499,0.8132,0.88783,0.6151,1.12393,0.7687,1.13627,3.16781e-05,3.16781e-05,3.16781e-05
181,1543.9,0.83337,0.48464,1.02246,0.81265,0.81389,0.88428,0.60797,1.13629,0.77955,1.14431,3.0302e-05,3.0302e-05,3.0302e-05
182,1552.58,0.8261,0.47928,1.01478,0.81271,0.83367,0.89127,0.61504,1.13046,0.75553,1.14329,2.89259e-05,2.89259e-05,2.89259e-05
183,1561.43,0.80541,0.47077,1.01392,0.80631,0.84978,0.89267,0.61298,1.14265,0.73382,1.14359,2.75498e-05,2.75498e-05,2.75498e-05
184,1569.78,0.81566,0.472,1.01835,0.8203,0.81694,0.88922,0.61545,1.12608,0.74605,1.13916,2.61737e-05,2.61737e-05,2.61737e-05
185,1578.31,0.80944,0.4635,1.00911,0.82407,0.79319,0.88007,0.59906,1.16032,0.77295,1.14536,2.47976e-05,2.47976e-05,2.47976e-05
186,1587.23,0.80615,0.46287,1.00958,0.81885,0.80304,0.88347,0.61111,1.12955,0.76648,1.14062,2.34215e-05,2.34215e-05,2.34215e-05
187,1595.29,0.79766,0.46081,1.00713,0.81959,0.79673,0.88275,0.61017,1.13654,0.7756,1.14348,2.20454e-05,2.20454e-05,2.20454e-05
188,1603.96,0.82164,0.4655,1.01449,0.82729,0.7834,0.88128,0.61287,1.11676,0.77738,1.13789,2.06693e-05,2.06693e-05,2.06693e-05
189,1612.8,0.81699,0.47431,1.01283,0.81252,0.81276,0.8874,0.62006,1.11143,0.76263,1.13658,1.92932e-05,1.92932e-05,1.92932e-05
190,1620.8,0.79867,0.46358,1.01117,0.80273,0.82378,0.8882,0.61657,1.12407,0.75886,1.13965,1.79171e-05,1.79171e-05,1.79171e-05
191,1631.23,0.73719,0.37508,0.95881,0.80994,0.81695,0.88851,0.61899,1.1127,0.75713,1.13858,1.6541e-05,1.6541e-05,1.6541e-05
192,1639.68,0.73201,0.37372,0.96481,0.81447,0.81825,0.88681,0.61414,1.11998,0.7609,1.13942,1.51649e-05,1.51649e-05,1.51649e-05
193,1647.53,0.72482,0.3759,0.96064,0.8127,0.82178,0.88705,0.61363,1.12165,0.75762,1.14117,1.37888e-05,1.37888e-05,1.37888e-05
194,1655.96,0.7098,0.36668,0.95544,0.81962,0.82622,0.89006,0.61747,1.11116,0.75201,1.13803,1.24127e-05,1.24127e-05,1.24127e-05
195,1664.46,0.71588,0.36644,0.9589,0.82143,0.82174,0.88877,0.61513,1.11515,0.75825,1.13713,1.10366e-05,1.10366e-05,1.10366e-05
196,1672.24,0.707,0.36573,0.95625,0.81658,0.82301,0.8877,0.61604,1.11342,0.75668,1.13712,9.6605e-06,9.6605e-06,9.6605e-06
197,1680.67,0.7124,0.37176,0.95719,0.81232,0.8245,0.88904,0.613,1.1264,0.75785,1.13912,8.2844e-06,8.2844e-06,8.2844e-06
198,1689.32,0.70909,0.37223,0.9595,0.80412,0.83042,0.88841,0.61072,1.13094,0.75911,1.13977,6.9083e-06,6.9083e-06,6.9083e-06
199,1697.16,0.71763,0.36654,0.96253,0.80078,0.83007,0.88585,0.60766,1.13716,0.76356,1.14194,5.5322e-06,5.5322e-06,5.5322e-06
200,1705.59,0.71486,0.37427,0.95713,0.80335,0.82397,0.88438,0.61007,1.12924,0.76707,1.14048,4.1561e-06,4.1561e-06,4.1561e-06
