epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,571.967,0.93552,0.60925,1.00454,0.88853,0.91197,0.94754,0.65249,1.07914,0.61965,1.10339,0.000101859,0.000101859,0.000101859
66,580.917,0.94241,0.61388,1.00897,0.91648,0.92365,0.95754,0.65436,1.07235,0.60339,1.10166,9.9107e-05,9.9107e-05,9.9107e-05
67,589.772,0.93641,0.59502,1.00281,0.85553,0.85268,0.90628,0.61593,1.09292,0.7264,1.10271,9.63548e-05,9.63548e-05,9.63548e-05
68,598.095,0.94481,0.60043,1.00577,0.86911,0.92601,0.94853,0.65521,1.07942,0.64331,1.10813,9.36026e-05,9.36026e-05,9.36026e-05
69,606.92,0.92929,0.58974,1.005,0.88035,0.87895,0.92336,0.63702,1.07327,0.67594,1.09984,9.08504e-05,9.08504e-05,9.08504e-05
70,615.742,0.94459,0.59068,1.0001,0.89788,0.90057,0.94178,0.64622,1.09435,0.65945,1.10649,8.80982e-05,8.80982e-05,8.80982e-05
71,624.123,0.94806,0.58374,1.00424,0.84606,0.88066,0.91947,0.63525,1.0766,0.71072,1.09833,8.5346e-05,8.5346e-05,8.5346e-05
72,632.704,0.9206,0.58717,1.00282,0.90817,0.90468,0.95701,0.65654,1.07679,0.61305,1.10219,8.25938e-05,8.25938e-05,8.25938e-05
73,641.605,0.9319,0.5908,0.99937,0.87518,0.86672,0.92249,0.6326,1.08678,0.69945,1.09949,7.98416e-05,7.98416e-05,7.98416e-05
74,650.071,0.91325,0.57632,0.99054,0.8599,0.86551,0.90938,0.61581,1.0998,0.7409,1.10601,7.70894e-05,7.70894e-05,7.70894e-05
75,658.658,0.93848,0.57102,1.00477,0.92079,0.91683,0.95271,0.65718,1.06935,0.60192,1.10307,7.43372e-05,7.43372e-05,7.43372e-05
76,667.479,0.90085,0.55713,0.99324,0.86639,0.88941,0.93376,0.64252,1.07584,0.66215,1.10288,7.1585e-05,7.1585e-05,7.1585e-05
77,676.337,0.94518,0.5779,1.00979,0.89556,0.89703,0.93975,0.64552,1.08688,0.64742,1.10134,6.88328e-05,6.88328e-05,6.88328e-05
78,684.666,0.91388,0.57909,0.99562,0.89835,0.90725,0.94484,0.65484,1.07602,0.62314,1.10047,6.60806e-05,6.60806e-05,6.60806e-05
79,693.405,0.91169,0.5622,0.99409,0.88581,0.88018,0.93247,0.64361,1.08384,0.65936,1.10918,6.33284e-05,6.33284e-05,6.33284e-05
80,702.434,0.90983,0.55161,0.99174,0.91473,0.92057,0.954,0.66491,1.06343,0.58249,1.09245,6.05762e-05,6.05762e-05,6.05762e-05
81,710.703,0.92455,0.5539,0.99672,0.8641,0.89355,0.93301,0.64082,1.08838,0.6491,1.10857,5.7824e-05,5.7824e-05,5.7824e-05
82,719.598,0.88618,0.55085,0.98804,0.85078,0.88427,0.90775,0.62881,1.06613,0.69757,1.09381,5.50718e-05,5.50718e-05,5.50718e-05
83,728.63,0.90494,0.55253,0.9907,0.87494,0.88579,0.93705,0.64686,1.07733,0.64931,1.10526,5.23196e-05,5.23196e-05,5.23196e-05
84,736.922,0.88895,0.55881,0.98465,0.88651,0.91326,0.94604,0.65735,1.07628,0.61541,1.09816,4.95674e-05,4.95674e-05,4.95674e-05
85,745.712,0.89892,0.5496,0.98999,0.86907,0.86981,0.92322,0.64782,1.05775,0.66378,1.09063,4.68152e-05,4.68152e-05,4.68152e-05
86,754.704,0.91375,0.5512,0.99095,0.85937,0.8934,0.92213,0.64075,1.07006,0.66638,1.09271,4.4063e-05,4.4063e-05,4.4063e-05
87,763.141,0.88505,0.53843,0.98455,0.88278,0.89679,0.93154,0.64491,1.0671,0.64005,1.09391,4.13108e-05,4.13108e-05,4.13108e-05
88,771.964,0.89712,0.532,0.98141,0.90455,0.91968,0.94283,0.65547,1.06119,0.60832,1.09557,3.85586e-05,3.85586e-05,3.85586e-05
89,780.858,0.88902,0.52931,0.98321,0.8846,0.91753,0.93718,0.65282,1.06343,0.62836,1.09354,3.58064e-05,3.58064e-05,3.58064e-05
90,789.683,0.85863,0.53635,0.97537,0.8466,0.8816,0.91434,0.63463,1.07155,0.69875,1.09207,3.30542e-05,3.30542e-05,3.30542e-05
91,799.478,0.87059,0.48532,0.99765,0.85165,0.8691,0.90966,0.62627,1.08373,0.70515,1.10468,3.0302e-05,3.0302e-05,3.0302e-05
92,808.055,0.85387,0.47142,0.98792,0.88293,0.90526,0.93124,0.64544,1.06708,0.6377,1.09888,2.75498e-05,2.75498e-05,2.75498e-05
93,816.615,0.85015,0.46792,0.98756,0.88989,0.90739,0.93528,0.65166,1.0596,0.63109,1.09441,2.47976e-05,2.47976e-05,2.47976e-05
94,824.537,0.83756,0.46552,0.98174,0.87836,0.9054,0.93421,0.65167,1.05601,0.64127,1.0957,2.20454e-05,2.20454e-05,2.20454e-05
95,833.032,0.83122,0.45184,0.9768,0.86122,0.89266,0.92651,0.64623,1.05681,0.66046,1.09205,1.92932e-05,1.92932e-05,1.92932e-05
96,841.569,0.82077,0.45069,0.97084,0.86857,0.88629,0.92775,0.64555,1.05976,0.65875,1.09604,1.6541e-05,1.6541e-05,1.6541e-05
97,849.442,0.82152,0.4465,0.96989,0.87133,0.89822,0.93321,0.65068,1.05991,0.64638,1.09671,1.37888e-05,1.37888e-05,1.37888e-05
98,857.785,0.82134,0.44854,0.97816,0.87951,0.89832,0.93416,0.65345,1.05631,0.64444,1.0948,1.10366e-05,1.10366e-05,1.10366e-05
99,865.934,0.81464,0.44803,0.96829,0.88142,0.89228,0.93436,0.65205,1.06018,0.64606,1.09786,8.2844e-06,8.2844e-06,8.2844e-06
100,874.062,0.81442,0.44432,0.96966,0.8863,0.87952,0.93203,0.64953,1.05843,0.64755,1.09477,5.5322e-06,5.5322e-06,5.5322e-06
